5884,18831
8967,65870
6990,47876
1954,4538
6576,73781
8683,55078
8121,16486
8590,27081
7824,73454
3260,45954
1657,79233
8575,79613
8562,22693
6399,11893
8951,93653
9896,44191
3465,49438
8341,7214
7268,53957
6109,55121
7354,53090
7856,33203
9274,55229
8815,87697
4188,11674
2451,12955
2951,63657
5599,88314
4366,5905
1132,40749
4821,28768
7682,86465
4582,83728
9049,66692
2446,94802
6192,88739
2009,54537
2057,97563
9386,92371
1071,4775
3084,76296
7979,48286
4352,76863
6425,60024
7289,27800
2193,47161
7519,73951
6744,88318
8044,82304
5464,37767
1911,82774
6020,42230
6793,68949
8255,16881
1799,27835
8250,65480
2004,27818
8532,65543
4400,18471
3978,91598
3405,13614
3491,84780
3420,46136
6507,1942
5705,17260
5685,41424
6823,77672
4201,44435
3757,28450
7381,12294
4880,49607
5607,62334
1294,59730
5939,26792
5736,71826
6958,677I9
4686,63691
2105,61922
9251,69994
9804,77376
3652,39090
7316,56660
1211,96650
9121,89901
5370,86125
2058,56246
7526,47443
7267,88362
2137,44830
4066,2550
5053,28954
2307,88979
9665,66618
4037,51317
1977,28426
8554,15563
8698,29483
8342,70476
6646,89652
4868,10178
9124,31318
5808,62515
2811,64748
9591,8813
5968,23034
3609,89369
3552,36750
8204,17620
1019,28550
3102,12888
8013,58217
7857,56294
7002,10593
6116,48856
3038,49446
8422,91584
8493,13509
2821,5008
1372,89507
4411,89531
9700,70888
5744,54418
4202,84721
6329,4506
5700,51665
9447,90976
5017,55641
1078,60153
3664,30891
6382,83731
6542,32324
6135,29906
3691,83182
2088,24255
8438,44414
9413,29387
8065,67224
1653,76566
7260,99324
5743,19555
9557,68173
5167,50706
5974,5575
6080,56806
9619,95119
7838,98722
2953,46153
3569,58672
2844,7667
7741,74772
6538,45116
6748,23368
2055,16084
4962,8299
5773,20114
5949,67117
5548,60412
2137,14810
2519,91067
1088,73333
2371,27261
3974,92031
5031,76551
3756,85359
5768,67931
7530,85672
6558,62339
1159,95394
3118,23843
2003,96297
5504,39641
6229,55087
2619,92209
2178,66664
6750,17847
1570,30R27
2716,45286
4021,46932
7760,53457
2484,74047
6248,19898
3789,38363
2466,31204
6163,41266
5338,38971
2687,5147
7482,6578
1999,38011
6262,90213
2774,76859
6973,82839
2798,34357
5486,43774
1751,81170
4349,83146
7108,88165
1061,62082
2468,78482
7425,88879
9961,30305
9601,77761
4843,97424
2059,12127
9370,71472
4891,89083
9096,65052
4618,51963
8715,72666
3154,22306
6509,21946
1799,35794
2766,52892
9380,94334
3029,68927
6689,96394
4980,39578
3437,73189
6190,14131
4278,92663
1061,24206
5532,40664
6727,18107
4951,22940
7146,66157
6022,79216
7642,44982
9344,44899
8169,5200
5021,81443
7765,62524
1055,16662
7288,6536
6081,86832
4708,52858
1368,99830
9314,71064
7988,55366
9522,22808
8587,74255
5617,82687
9759,58653
5995,18577
7825,62267
4975,40763
6469,46810
8388,93059
8589,2928
4954,28817
1234,63366
3188,84543
8230,7807
4558,70187
8872,67741
6371,14387
5177,6252
5432,46220
2205,36871
4836,22720
9349,19374
7913,92491
1548,18106
3702,12469
2820,77678
4429,30364
7540,89826
1572,6055
6135,85339
2880,43922
5462,2239
7510,34229
2753,44365
8579,83849
4401,84945
3205,15825
1647,66750
5563,22078
7554,55358
1839,38828
1272,16223
2657,77757
3571,69647
9753,83231
9561,75567
8149,82061
7483,15689
7819,76922
5651,57154
8465,19054
8130,22292
6513,88416
3851,70157
5493,48439
9161,27813
2395,15246
1633,88164
6870,81061
7435,8524
8829,90714
7360,25314
5389,80365
3942,69274
2837,81339
9134,77729
8219,39274
7647,32583
5865,57927
7162,34419
8221,63580
2487,49822
6492,7397
1642,68617
2695,32808
4494,18392
2530,68821
2341,4227
7515,13273
9446,88465
6537,92405
2706,49322
6294,10986
7858,18451
3035,96646
9232,99641
5088,29752
9608,29047
7882,78350
4145,77717
6557,45080
6921,36146
7861,53952
7649,25197
2065,27109
8212,81070
7101,26759
9411,19260
9615,59937
6839,24889
2850,66041
4591,24551
2200,22005
2196,73124
6160,15148
7536,53546
8516,66901
8208,73087
2221,25591
2087,85002
5302,65924
6856,65571
9248,49869
8008,6457
2982,32307
9468,48704
6957,58307
6563,27186
9761,23555
7814,13592
5257,63993
6386,27136
3940,65404
2642,14497
9843,54879
4494,93305
2797,78694
8087,47089
4643,3328
3221,95781
8584,91214
6866,96062
5740,74786
4808,77775
6825,6549
9292,82187
6936,28373
1112,97752
7712,70972
1749,8362
8705,38518
1167,94146
8681,15402
9602,40636
5540,48969
3514,27403
6254,20375
3922,11947
4179,20077
3961,97479
5561,40770
3811,71607
9559,81550
8747,28363
1429,88987
9269,65071
7039,56985
2094,6337
5167,25779
2145,77491
4134,51250
8018,61683
1190,41170
6860,84531
5035,9375
9685,6894
2689,30093
4780,39672
3348,82256
1295,95777
7885,63287
1928,1483
6174,98251
9151,48294
6977,58261
8457,80997
7893,23159
1069,82590
1321,47403
5950,36624
1580,67199
3306,65195
4020,36944
8030,87450
9200,32744
4488,99292
4430,35958
2022,23333
2369,12255
7237,37166
9459,76240
3602,86148
8760,45230
7289,3011
7140,16634
4081,53739
1388,75309
7241,83298
3113,70881
1502,36254
5010,30227
8315,80424
6827,45417
1840,76959
9480,5978
9618,81021
4961,22496
7367,32367
2144,36290
6337,44814
6109,70276
5653,22121
5398,5921
7924,46942
7769,65116
6363,69746
1950,59543
2766,85275
8815,52176
1556,34069
5728,30561
8043,28435
8643,39037
7301,1838
2664,76482
5012,67128
4530,72226
7652,19978
4219,59372
2931,20571
4170,50707
9615,43613
3144,97351
1111,44387
3690,88312
9132,85172
8819,2663
8397,29133
4850,22118
7725,18204
5118,83733
5214,94152
4294,41173
9541,25350
7110,22985
7261,5559
7248,23273
6948,84167
9963,67618
2545,40382
5338,64978
4325,7787
4135,79098
8349,29247
8549,32836
2924,69105
7834,35921
1940,82968
3889,16868
8156,2201
3206,2372
5879,42049
9201,89158
3623,98072
9657,91389
3264,32806
4919,18571
2205,79027
1561,98428
5003,62848
6378,47883
1855,20566
4967,22815
9198,69883
6213,3318
4016,30930
8861,87944
2445,33108
3323,23040
2122,86431
3130,74161
7393,85162
5881,14767
7136,84231
1254,93323
8083,33630
4624,31620
2064,28182
7060,19315
1752,18516
8777,70101
5834,41329
7448,37143
1305,31053
2118,36632
9873,20798
2414,24804
9853,58909
6271,28091
5743,58529
3216,29339
6843,20012
7478,94413
6740,5924
5125,6518
4078,59397
7558,84844
7431,85691
6615,18639
6988,63404
9875,84256
9250,47665
3785,92082
2069,19371
3494,27760
6508,75425
7624,51858
8285,87022
5838,23322
5807,18739
7369,83072
6624,82239
8302,92440
4215,2658
6598,54878
5531,13835
6536,71861
4704,7200
6957,56431
8825,30083
1939,13339
6639,25885
2477,24889
6222,40741
3550,99795
7434,36791
5614,89824
8753,94756
5335,28963
6881,29194
8733,55827
7412,89254
7703,25318
9498,30807
1995,36629
7641,90626
3523,83131
2884,70515
3421,31728
2105,78247
3532,17210
9727,1674
3344,24800
2446,82324
5070,24794
9759,28094
2374,24083
4944,54664
4092,96958
9462,35932
4436,46281
5960,47034
5114,19473
2245,90634
5857,13427
9327,61323
